book,chapter,summary
17,3,"Haman, advanced by the king, and despised by Mordecai, seeks revenge upon all the Jews; He casts lots; He obtains by calumniation a decree of the king to put the Jews to death."
17,4,"The great mourning of Mordecai and the Jews; Esther, understanding it, sends to Mordecai, who shews the cause, and advises her to undertake the suit; She excusing herself, is threatened by Mordecai; She appointing a fast, undertakes the suit."
17,5,"Esther, adventuring on the king�s favour, obtains the grace of the golden sceptre, and invites the king and Haman to a banquet; She, being encouraged by the king in her suit, invites them to another banquet the next day; Haman, proud of his advancement, repines at the contempt of Mordecai; By the counsel of Zeresh he prepares for him a gallows."
17,6,"Ahasuerus, reading in the chronicles of the good service done by Mordecai, takes care for his reward; Haman, coming to sue that Mordecai might be hanged, gives counsel that he might do him honour; Complaining of this, his friends tell him of his final destiny."
17,7,"Esther, entertaining the king and Haman, makes suit for her own life, and her people�s; She accuses Haman; The king in his anger, understanding of the gallows which Haman had made for Mordecai, causes him to be hanged thereon."
17,8,"Mordecai is advanced; Esther makes suit to reverse Haman�s letters; Ahasuerus grants to the Jews to defend themselves; Mordecai�s honour, and the Jews� joy."
17,9,"The Jews slay their enemies, with the ten sons of Haman; Ahasuerus, at the request of Esther, grants another day of slaughter, and Haman�s sons to be hanged; The two days of Purim are made festival."
17,10,"Ahasuerus� greatness; Mordecai�s advancement."
18,1,"The holiness, riches, and religious care of Job for his children; Satan, appearing before God, by calumniation obtains leave to afflict Job; Understanding of the loss of his children and goods, in his mourning he blesses God."
18,2,"Satan appearing again before God, obtains further leave to tempt Job; He smites him with sore boils; Job reproves his wife, who moved him to curse God; His three friends console with him in silence."
18,3,"Job curses the day and services of his birth; The ease of death; He complains of life, because of his anguish."
18,4,"Eliphaz reproves Job for want of religion; He teaches God�s judgments to be not for the righteous, but for the wicked; His fearful vision to humble the excellency of creatures before God."
18,5,"Eliphaz shews that the end of the wicked is misery; that man is born to trouble; that God is to be regarded in affliction; the happy end of God�s correction."
18,6,"Job shews that his complaints are not causeless; He wishes for death, wherein he is assured of comfort; He reproves his friends of unkindness."
18,7,"Job excuses his desire of death; He complains of his own restlessness, and expostulates with God."
18,8,"Bildad shews God�s justice in dealing with men according to their works; He alleges antiquity to prove the certain destruction of the hypocrite; He applies God�s just dealing to Job."
18,9,"Job acknowledges God�s justice; Man�s innocency is not to be condemned by afflictions."
18,10,"Job, taking liberty of complaint, expostulates with God about his afflictions; He complains of life, and craves a little ease before death."
18,11,"Zophar reproves Job for justifying himself; v."
18,12,"Job maintains himself against his friends that reprove him; He acknowledges the general doctrine of God�s omnipotence."
18,13,"Job reproves his friends for partiality; He professes his confidence in God; and entreats to know his own sins, and God�s purpose in afflicting him."
18,14,"Job entreats God for favour, by the shortness of life, and certainty of death; He waits for his change; By sin the creature is subject to corruption."
18,15,"Eliphaz reproves Job for impiety in justifying himself; v."
18,16,"Job reproves his friends for unmercifulness; He maintains his innocency."
18,17,"Job appeals from men to God; The unmerciful dealing of men with the afflicted may astonish, but not discourage the righteous; His hope is not in life, but in death."
18,18,"Bildad reproves Job for presumption and impatience; The calamities of the wicked."
18,19,"Job, complaining of his friends� cruelty, shews there is misery enough in him to feed their cruelty; He craves pity; He believes the resurrection."
18,20,"Zophar shews the state and portion of the wicked."
18,21,"Job shews that even in the judgment of man he has reason to be grieved; Sometimes the wicked prosper, though they despise God; Sometimes their destruction is manifest; The happy and unhappy are alike in death; The judgment of the wicked is in another world."
18,22,"Eliphaz shews that man�s goodness profits not God; He accuses Job of divers sins; He exhorts him to repentance, with promises of mercy."
18,23,"Job longs to appear before God, in confidence of his mercy; God, who is invisible, observes our ways; Job�s innocency; God�s decree is immutable."
18,24,"Wickedness often goes unpunished; There is a secret judgment for the wicked."
18,25,"Bildad shews that man cannot be justified before God."
18,26,"Job, reproving the uncharitable spirit of Bildad, acknowledges the power of God to be infinite and unsearchable."
18,27,"Job protests his sincerity; The hypocrite is without hope; The blessings which the wicked have are turned into curses."
18,28,"There is a knowledge of natural things; But wisdom is an excellent gift of God."
18,29,"Job bemoans his former prosperity."
18,30,"Job�s honour is turned into extreme contempt; and his prosperity into calamity."
18,31,"Job makes a solemn protestation of his integrity in several duties."
18,32,"Elihu is angry with Job and his three friends; Because wisdom comes not from age, he excuses the boldness of his youth; He reproves them for not satisfying Job; His zeal to speak."
18,33,"Elihu offers himself instead of God to reason with Job; He excuses God from giving man an account of his ways, by his greatness; God calls man to repentance by visions, by afflictions, and by his ministry; He incites Job to attention."
18,34,"Elihu accuses Job for charging God with injustice; God omnipotent cannot be unjust; Man must humble himself unto God; Elihu reproves Job."
18,35,"Comparison is not to be made with God, because our good or evil cannot extend unto him; Many cry in their afflictions, but are not heard for want of faith."
18,36,"Elihu shews how God is just in his ways; How Job�s sins hinder God�s blessings; God�s works are to be magnified."
18,37,"God is to be feared because of his great works; His wisdom is unsearchable in them."
18,38,"God challenges Job to answer; God, by his mighty works, convinces Job of ignorance, and of imbecility."
18,39,"Of the wild goats and hinds; Of the wild ass; The unicorn; The peacock, stork, and ostrich; The horse; The hawk; The eagle."
18,40,"Job humbles himself to God; God stirs him up to shew his righteousness, power, and wisdom; Of the behemoth."
18,41,"Of God�s great power in the leviathan."
18,42,"Job submits himself unto God; God, preferring Job�s cause, makes his friends submit themselves, and accepts him; He magnifies and blesses Job; Job�s age and death."
19,1,"The happiness of the godly; The unhappiness of the ungodly."
19,2,"The kingdom of Christ; Kings are exhorted to accept it."
19,3,"The security of God�s protection."
19,4,"David prays for audience; He reproves and exhorts his enemies; Man�s happiness is in God�s favour."
19,5,"David prays, and professes his study in prayer; God favours not the wicked; David, professing his faith, prays to God to guide him; to destroy his enemies; and to preserve the godly."
19,6,"David�s complaint in his sickness; He triumphs over his enemies."
19,7,"David prays against the malice of his enemies, professing his innocency; By faith he sees his defence, and the destruction of his enemies."
19,8,"God�s glory is magnified by his works, and by his love to man."
19,9,"David praises God for executing judgment; He incites others to praise him; He prays that he may have cause to praise him."
19,10,"David complains of the wicked; He prays for remedy; He professes his confidence."
19,11,"David encourages himself in God against his enemies; The providence and justice of God."
19,12,"David, destitute of human comfort, craves help of God; He comforts himself with God�s promises, and his judgments on the wicked."
19,13,"David complains of delay; He prays for preventing grace; He boasts of divine mercy."
19,14,"David describes a natural man; He convinces the wicked by the light of their conscience; He glories in the salvation of God."
19,15,"David describes a citizen of Zion."
19,16,"David, in distrust of merits, and hatred of idolatry, flees to God for preservation; He shews the hope of his calling, of the resurrection, and life everlasting."
19,17,"David, in confidence of his integrity, craves defence of God against his enemies; He shews their pride, craft, and eagerness; He prays against them in confidence of his hope."
19,18,"David praises God for his manifold and marvellous blessings."
19,19,"The creatures shew God�s glory; The excellency of the divine law; David prays for grace."
19,20,"The church blesses the king in his exploits; and expresses her confidence in God�s succour."
19,21,"A thanksgiving for victory; with confidence of further success."
19,22,"David complains in great discouragement; He prays in great distress; He praises God."
